1968.2896,325.02,322.63
1968.3716,325.57,322.66
1968.4563,325.36,323.17
1968.5383,324.14,323.48
1968.6230,322.11,323.46
1968.7077,320.33,323.33
1968.7896,320.25,323.34
1968.8743,321.32,323.26
1968.9563,322.89,323.68
1969.0411,324.00,323.95
1969.1260,324.41,323.75
1969.2027,325.63,324.31
1969.2877,326.66,324.28
1969.3699,327.38,324.46
1969.4548,326.71,324.49
1969.5370,325.88,325.19
1969.6219,323.66,324.99
1969.7068,322.38,325.38
1969.7890,321.78,324.89
1969.8740,322.85,324.80
1969.9562,324.11,324.91
1970.0411,325.06,325.01
1970.1260,325.99,325.31
1970.2027,326.93,325.61
1970.2877,328.13,325.75
1970.3699,328.08,325.15
1970.4548,327.67,325.44
1970.5370,326.34,325.65
1970.6219,324.68,326.02
1970.7068,323.10,326.11
1970.7890,323.06,326.18
1970.8740,324.01,325.96
1970.9562,325.13,325.93
1971.0411,326.17,326.12
1971.1260,326.69,326.01
1971.2027,327.18,325.85
1971.2877,327.78,325.39
1971.3699,328.93,325.99
1971.4548,328.57,326.34
1971.5370,327.36,326.67
1971.6219,325.43,326.77
1971.7068,323.36,326.38
1971.7890,323.56,326.69
1971.8740,324.80,326.75
1971.9562,326.01,326.81
1972.0410,326.77,326.71
1972.1257,327.63,326.96
1972.2049,327.75,326.39
1972.2896,329.72,327.30
1972.3716,330.07,327.12
1972.4563,329.09,326.87
1972.5383,328.04,327.38
1972.6230,326.32,327.69
1972.7077,324.84,327.88
1972.7896,325.20,328.33
1972.8743,326.50,328.46
1972.9563,327.55,328.35
1973.0411,328.55,328.49
1973.1260,329.57,328.89
1973.2027,330.30,328.97
1973.2877,331.50,329.10
1973.3699,332.48,329.52
1973.4548,332.07,329.83
1973.5370,330.87,330.18
1973.6219,329.31,330.66
1973.7068,327.52,330.56
1973.7890,327.19,330.33
1973.8740,328.17,330.13
1973.9562,328.65,329.45
1974.0411,329.36,329.30
1974.1260,330.71,330.03
1974.2027,331.49,330.15
1974.2877,332.65,330.24
1974.3750,333.19,330.22
1974.4583,332.20,329.79
1974.5417,331.07,330.21
1974.6250,329.15,330.54
1974.7083,327.33,330.44
1974.7917,327.28,330.53
1974.8750,328.31,330.50
1974.9583,329.58,330.54
1975.0417,330.73,330.84
1975.1250,331.46,330.85
1975.2083,331.94,330.37
1975.2917,333.11,330.53
1975.3750,333.95,330.98
1975.4583,333.42,331.01
1975.5417,331.97,331.12
1975.6250,329.95,331.33
1975.7083,328.49,331.60
1975.7917,328.36,331.61
1975.8750,329.38,331.57
1975.9583,330.78,331.74
1976.0417,331.56,331.67
1976.1250,332.74,332.14
1976.2083,333.36,331.79
1976.2917,334.74,332.16
1976.3750,334.72,331.75
1976.4583,333.97,331.56
1976.5417,333.08,332.23
1976.6250,330.68,332.07
1976.7083,328.96,332.07
1976.7917,328.72,331.98
1976.8750,330.16,332.35
1976.9583,331.62,332.59
1977.0417,332.68,332.77
1977.1250,333.17,332.58
1977.2083,334.96,333.40
1977.2917,336.14,333.54
1977.3750,336.93,334.00
1977.4583,336.17,333.79
1977.5417,334.89,334.01
1977.6250,332.56,333.91
1977.7083,331.29,334.36
1977.7917,331.28,334.51
1977.8750,332.46,334.68
1977.9583,333.60,334.58
1978.0417,334.94,335.01
1978.1250,335.26,334.60
1978.2083,336.66,335.00
1978.2917,337.69,335.07
1978.3750,338.02,335.08
1978.4583,338.01,335.60
1978.5417,336.50,335.65
1978.6250,334.42,335.87
1978.7083,332.36,335.51
1978.7917,332.45,335.72
1978.8750,333.76,335.99
1978.9583,334.91,335.87
1979.0417,336.14,336.22
1979.1250,336.69,336.00
1979.2083,338.27,336.56
1979.2917,338.82,336.11
1979.3750,339.24,336.24
1979.4583,339.26,336.83
1979.5417,337.54,336.69
1979.6250,335.72,337.20
1979.7083,333.97,337.19
1979.7917,334.24,337.57
1979.8750,335.32,337.59
1979.9583,336.81,337.83
1980.0417,337.90,338.13
1980.1250,338.34,337.85
1980.2083,340.07,338.51
1980.2917,340.93,338.31
1980.3750,341.45,338.40
1980.4583,341.36,338.85
1980.5417,339.45,338.56
1980.6250,337.67,339.07
1980.7083,336.25,339.38
1980.7917,336.14,339.40
1980.8750,337.30,339.46
1980.9583,338.29,339.26
1981.0417,339.29,339.42
1981.1250,340.55,339.98
1981.2083,341.63,340.08
1981.2917,342.60,339.98
1981.3750,343.04,339.97
1981.4583,342.54,340.06
1981.5417,340.82,339.92
1981.6250,338.48,339.87
1981.7083,336.95,340.17
1981.7917,337.05,340.39
1981.8750,338.58,340.75
1981.9583,339.91,340.85
1982.0417,340.93,341.09
1982.1250,341.76,341.16
1982.2083,342.78,341.18
1982.2917,343.96,341.32
1982.3750,344.77,341.67
1982.4583,343.88,341.43
1982.5417,342.42,341.61
1982.6250,340.24,341.64
1982.7083,338.37,341.56
1982.7917,338.41,341.77
1982.8750,339.44,341.59
1982.9583,340.78,341.71
1983.0417,341.57,341.75
1983.1250,342.78,342.25
1983.2083,343.37,341.85
1983.2917,345.40,342.76
1983.3750,346.14,342.97
1983.4583,345.76,343.30
1983.5417,344.32,343.56
1983.6250,342.51,343.89
1983.7083,340.46,343.59
1983.7917,340.53,343.86
1983.8750,341.79,343.92
1983.9583,343.20,344.12
1984.0417,344.21,344.32
1984.1250,344.92,344.39
1984.2083,345.68,344.26
1984.2917,347.38,344.75
1984.3750,347.77,344.59
1984.4583,347.16,344.73
1984.5417,345.79,345.02
1984.6250,343.74,345.12
1984.7083,341.59,344.76
1984.7917,341.86,345.19
1984.8750,343.31,345.41
1984.9583,345.00,345.88
1985.0417,345.48,345.59
1985.1250,346.41,345.92
1985.2083,347.91,346.56
1985.2917,348.66,346.08
1985.3750,349.28,346.12
1985.4583,348.65,346.23
1985.5417,346.90,346.08
1985.6250,345.26,346.57
1985.7083,343.47,346.59
1985.7917,343.35,346.60
1985.8750,344.73,346.82
1985.9583,346.12,347.04
1986.0417,346.78,346.82
1986.1250,347.48,346.98
1986.2083,348.25,346.93
1986.2917,349.86,347.29
1986.3750,350.52,347.42
1986.4583,349.98,347.61
1986.5417,348.25,347.43
1986.6250,346.17,347.51
1986.7083,345.48,348.61
1986.7917,344.82,348.04
1986.8750,346.22,348.28
1986.9583,347.48,348.36
1987.0417,348.73,348.66
1987.1250,348.92,348.24
1987.2083,349.81,348.39
1987.2917,351.40,348.84
1987.3750,352.15,349.09
1987.4583,351.58,349.29
1987.5417,350.21,349.51
1987.6250,348.20,349.65
1987.7083,346.66,349.85
1987.7917,346.72,349.96
1987.8750,348.08,350.15
1987.9583,349.28,350.14
1988.0417,350.51,350.49
1988.1250,351.70,350.99
1988.2083,352.50,350.99
1988.2917,353.67,351.03
1988.3750,354.35,351.22
1988.4583,353.88,351.55
1988.5417,352.80,352.16
1988.6250,350.49,352.01
1988.7083,348.97,352.18
1988.7917,349.37,352.62
1988.8750,350.42,352.53
1988.9583,351.62,352.52
1989.0417,353.07,352.99
1989.1250,353.43,352.69
1989.2083,354.08,352.60
1989.2917,355.72,353.07
1989.3750,355.95,352.78
1989.4583,355.44,353.06
1989.5417,354.05,353.38
1989.6250,351.84,353.43
1989.7083,350.09,353.37
1989.7917,350.33,353.57
1989.8750,351.55,353.68
1989.9583,352.91,353.84
1990.0417,353.86,353.78
1990.1250,355.10,354.37
1990.2083,355.75,354.27
1990.2917,356.38,353.76
1990.3750,357.38,354.23
1990.4583,356.39,354.02
1990.5417,354.89,354.24
1990.6250,353.06,354.68
1990.7083,351.38,354.69
1990.7917,351.69,354.94
1990.8750,353.14,355.18
1990.9583,354.41,355.26
1991.0417,354.93,354.90
1991.1250,355.82,355.11
1991.2083,357.33,355.79
1991.2917,358.77,356.13
1991.3750,359.23,356.10
1991.4583,358.23,355.88
1991.5417,356.30,355.69
1991.6250,353.97,355.59
1991.7083,352.34,355.66
1991.7917,352.43,355.69
1991.8750,353.89,355.87
1991.9583,355.21,356.02
1992.0417,356.34,356.29
1992.1250,357.21,356.47
1992.2083,357.97,356.38
1992.2917,359.22,356.51
1992.3750,359.71,356.52
1992.4583,359.44,357.07
1992.5417,357.15,356.58
1992.6250,354.99,356.67
1992.7083,353.01,356.36
1992.7917,353.41,356.72
1992.8750,354.42,356.48
1992.9583,355.68,356.50
1993.0417,357.10,357.06
1993.1250,357.42,356.54
1993.2083,358.59,356.88
1993.2917,359.39,356.71
1993.3750,360.30,357.14
1993.4583,359.64,357.24
1993.5417,357.45,356.87
1993.6250,355.76,357.44
1993.7083,354.14,357.51
1993.7917,354.23,357.61
1993.8750,355.53,357.65
1993.9583,357.03,357.92
1994.0417,358.36,358.25
1994.1250,359.04,358.21
1994.2083,360.11,358.41
1994.2917,361.36,358.59
1994.3750,361.78,358.59
1994.4583,360.94,358.57
1994.5417,359.51,358.91
1994.6250,357.59,359.29
1994.7083,355.86,359.31
1994.7917,356.21,359.63
1994.8750,357.65,359.80
1994.9583,359.10,359.96
1995.0417,360.04,359.91
1995.1250,361.00,360.18
1995.2083,361.98,360.37
1995.2917,363.44,360.76
1995.3750,363.83,360.73
1995.4583,363.33,360.98
1995.5417,361.78,361.10
1995.6250,359.33,360.93
1995.7083,358.32,361.70
1995.7917,358.14,361.52
1995.8750,359.61,361.75
1995.9583,360.82,361.67
1996.0417,362.20,361.98
1996.1250,363.36,362.47
1996.2083,364.28,362.64
1996.2917,364.69,361.99
1996.3750,365.25,362.23
1996.4583,365.06,362.82
1996.5417,363.69,362.98
1996.6250,361.55,363.13
1996.7083,359.69,363.14
1996.7917,359.72,363.12
1996.8750,361.04,363.18
1996.9583,362.39,363.23
1997.0417,363.24,363.03
1997.1250,364.21,363.40
1997.2083,364.65,363.02
1997.2917,366.49,363.82
1997.3750,366.77,363.87
1997.4583,365.73,363.56
1997.5417,364.46,363.74
1997.6250,362.40,363.98
1997.7083,360.44,363.83
1997.7917,360.97,364.28
1997.8750,362.65,364.71
1997.9583,364.51,365.28
1998.0417,365.39,365.19
1998.1250,366.10,365.29
1998.2083,367.36,365.73
1998.2917,368.79,366.17
1998.3750,369.56,366.68
1998.4583,369.13,366.95
1998.5417,367.98,367.29
1998.6250,366.10,367.69
1998.7083,364.16,367.51
1998.7917,364.54,367.82
1998.8750,365.67,367.70
1998.9583,367.30,368.05
1999.0417,368.35,368.13
1999.1250,369.28,368.46
1999.2083,369.84,368.24
1999.2917,371.15,368.62
1999.3750,371.12,368.31
1999.4583,370.46,368.29
1999.5417,369.61,368.93
1999.6250,367.06,368.63
1999.7083,364.95,368.28
1999.7917,365.52,368.80
1999.8750,366.88,368.86
1999.9583,368.26,368.93
2000.0417,369.45,369.24
2000.1250,369.71,368.99
2000.2083,370.75,369.24
2000.2917,371.98,369.44
2000.3750,371.75,368.87
2000.4583,371.87,369.66
2000.5417,370.02,369.36
2000.6250,368.27,369.87
2000.7083,367.15,370.46
2000.7917,367.18,370.42
2000.8750,368.53,370.48
2000.9583,369.83,370.46
2001.0417,370.76,370.60
2001.1250,371.69,370.95
2001.2083,372.63,371.06
2001.2917,373.55,370.99
2001.3750,374.03,371.11
2001.4583,373.40,371.18
2001.5417,371.68,371.08
2001.6250,369.78,371.39
2001.7083,368.34,371.61
2001.7917,368.61,371.85
2001.8750,369.94,371.92
2001.9583,371.42,372.09
2002.0417,372.70,372.48
2002.1250,373.37,372.49
2002.2083,374.30,372.61
2002.2917,375.19,372.54
2002.3750,375.93,372.98
2002.4583,375.69,373.46
2002.5417,374.16,373.58
2002.6250,372.03,373.70
2002.7083,370.92,374.29
2002.7917,370.73,374.06
2002.8750,372.43,374.52
2002.9583,373.98,374.72
2003.0417,375.07,374.82
2003.1250,375.82,374.95
2003.2083,376.64,374.99
2003.2917,377.92,375.24
2003.3750,378.78,375.73
2003.4583,378.46,376.22
2003.5417,376.88,376.37
2003.6250,374.57,376.27
2003.7083,373.34,376.65
2003.7917,373.31,376.65
2003.8750,374.84,376.99
2003.9583,376.17,376.93
2004.0417,377.17,376.96
2004.1250,378.05,377.19
2004.2083,379.06,377.40
2004.2917,380.54,377.80
2004.3750,380.80,377.66
2004.4583,379.87,377.57
2004.5417,377.65,377.12
2004.6250,376.17,377.90
2004.7083,374.43,377.80
2004.7917,374.63,377.99
2004.8750,376.33,378.49
2004.9583,377.68,378.48
2005.0417,378.63,378.37
2005.1250,379.91,379.10
2005.2083,380.95,379.45
2005.2917,382.48,379.84
2005.3750,382.64,379.49
2005.4583,382.40,380.07
2005.5417,380.93,380.38
2005.6250,378.93,380.61
2005.7083,376.89,380.20
2005.7917,377.19,380.50
2005.8750,378.54,380.69
2005.9583,380.31,381.09
2006.0417,381.58,381.33
2006.1250,382.40,381.58
2006.2083,382.86,381.32
2006.2917,384.80,382.11
2006.3750,385.22,382.06
2006.4583,384.24,381.93
2006.5417,382.65,382.10
2006.6250,380.60,382.27
2006.7083,379.04,382.35
2006.7917,379.33,382.66
2006.8750,380.35,382.52
2006.9583,382.02,382.84
2007.0417,383.10,382.88
2007.1250,384.12,383.22
2007.2083,384.81,383.17
2007.2917,386.73,383.95
2007.3750,386.78,383.56
2007.4583,386.33,384.06
2007.5417,384.73,384.25
2007.6250,382.24,383.95
2007.7083,381.20,384.56
2007.7917,381.37,384.72
2007.8750,382.70,384.90
2007.9583,384.19,385.07
2008.0417,385.78,385.54
2008.1250,386.06,385.20
2008.2083,386.28,384.72
2008.2917,387.33,384.71
2008.3750,388.78,385.69
2008.4583,387.99,385.68
2008.5417,386.61,386.05
2008.6250,384.32,385.98
2008.7083,383.41,386.69
2008.7917,383.22,386.50
2008.8750,384.41,386.59
2008.9583,385.79,386.64
2009.0417,387.17,386.86
2009.1250,387.70,386.81
2009.2083,389.04,387.54
2009.2917,389.76,387.15
2009.3750,390.36,387.24
2009.4583,389.70,387.46
2009.5417,388.24,387.77
2009.6250,386.29,387.99
2009.7083,384.95,388.22
2009.7917,384.64,387.88
2009.8750,386.23,388.36
2009.9583,387.63,388.43
2010.0417,388.91,388.62
2010.1250,390.41,389.47
2010.2083,391.37,389.85
2010.2917,392.67,390.12
2010.3750,393.21,390.09
2010.4583,392.38,390.10
2010.5417,390.41,389.93
2010.6250,388.54,390.21
2010.7083,387.03,390.32
2010.7917,387.43,390.72
2010.8750,388.87,390.99
2010.9583,389.99,390.80
2011.0417,391.50,391.19
2011.1250,392.05,391.12
2011.2083,392.80,391.27
2011.2917,393.44,390.83
2011.3750,394.41,391.24
2011.4583,393.95,391.64
2011.5417,392.72,392.24
2011.6250,390.33,392.04
2011.7083,389.28,392.60
2011.7917,389.19,392.53
2011.8750,390.48,392.64
2011.9583,392.06,392.86
2012.0417,393.31,393.07
2012.1250,394.04,393.20
2012.2083,394.59,392.99
2012.2917,396.38,393.65
2012.3750,396.93,393.73
2012.4583,395.91,393.63
2012.5417,394.56,394.12
2012.6250,392.59,394.37
2012.7083,391.32,394.75
2012.7917,391.27,394.64
2012.8750,393.20,395.25
2012.9583,394.57,395.27
2013.0417,395.78,395.62
2013.1250,397.03,396.23
2013.2083,397.66,396.07
2013.2917,398.64,395.79
2013.3750,400.02,396.64
2013.4583,398.81,396.48
2013.5417,397.51,397.13
2013.6250,395.39,397.27
2013.7083,393.72,397.24
2013.7917,393.90,397.25
2013.8750,395.36,397.35
2013.9583,397.03,397.78
2014.0417,398.04,397.74
2014.1250,398.27,397.45
2014.2083,399.91,398.37
2014.2917,401.51,398.63
2014.3750,401.96,398.56
2014.4583,401.43,399.10
2014.5417,399.27,398.85
2014.6250,397.18,399.07
2014.7083,395.54,399.11
2014.7917,396.16,399.58
2014.8750,397.40,399.49
2014.9583,399.08,399.81
2015.0417,400.18,399.92
2015.1250,400.55,399.77
2015.2083,401.74,400.22
2015.2917,403.35,400.46
2015.3750,404.15,400.70
2015.4583,402.97,400.65
2015.5417,401.46,401.11
2015.6250,399.11,401.04
2015.7083,397.82,401.43
2015.7917,398.49,401.89
2015.8750,400.27,402.24
2015.9583,402.06,402.72
2016.0417,402.73,402.45
2016.1250,404.25,403.40
2016.2083,405.06,403.54
2016.2917,407.60,404.77
2016.3750,407.90,404.41
2016.4583,406.99,404.59
2016.5417,404.59,404.24
2016.6250,402.45,404.41
2016.7083,401.23,404.85
2016.7917,401.79,405.23
2016.8750,403.72,405.74
2016.9583,404.64,405.33
2017.0417,406.36,406.04
2017.1250,406.66,405.80
2017.2083,407.54,406.05
2017.2917,409.22,406.37
2017.3750,409.89,406.37
2017.4583,409.08,406.68
2017.5417,407.33,407.01
2017.6250,405.32,407.31
2017.7083,403.57,407.17
2017.7917,403.82,407.23
2017.8750,405.31,407.36
2017.9583,407.00,407.71
2018.0417,408.15,407.83
2018.1250,408.52,407.61
2018.2083,409.59,408.06
2018.2917,410.45,407.65
2018.3750,411.44,407.98
2018.4583,410.99,408.60
2018.5417,408.90,408.60
2018.6250,407.16,409.17
2018.7083,405.71,409.30
2018.7917,406.19,409.56
2018.8750,408.21,410.24
2018.9583,409.27,409.99
2019.0417,411.03,410.69
2019.1250,411.96,410.97
2019.2083,412.18,410.71
2019.2917,413.54,410.92
2019.3750,414.86,411.47
2019.4583,414.15,411.74
2019.5417,411.96,411.64
2019.6250,410.17,412.10
2019.7083,408.76,412.26
2019.7917,408.74,412.09
2019.8750,410.47,412.50
2019.9583,411.97,412.71
2020.0417,413.59,413.22
2020.1250,414.32,413.40
2020.2083,414.72,413.35
2020.2917,416.42,413.92
2020.3750,417.28,413.98
2020.4583,416.58,414.15
2020.5417,414.58,414.19
2020.6250,412.75,414.60
2020.7083,411.50,414.90
2020.7917,411.49,414.79
2020.8750,413.10,415.11
2020.9583,414.23,414.91
2021.0417,415.49,415.23
2021.1250,416.72,415.80
2021.2083,417.61,416.17
2021.2917,419.01,416.59
2021.3750,419.09,415.88
2021.4583,418.93,416.48
2021.5417,416.90,416.48
2021.6250,414.42,416.27
2021.7083,413.26,416.63
2021.7917,413.90,417.14
2021.8750,414.97,416.92
2021.9583,416.67,417.37
2022.0417,418.13,417.82
2022.1250,419.24,418.30
2022.2083,418.76,417.30
2022.2917,420.19,417.68
2022.3750,420.97,417.72
2022.4583,420.94,418.49
2022.5417,418.85,418.43
2022.6250,417.15,419.03
2022.7083,415.91,419.32
2022.7917,415.74,419.03
2022.8750,417.47,419.49
2022.9583,418.99,419.71
2023.0417,419.47,419.16
2023.1250,420.31,419.37
2023.2083,420.99,419.53
2023.2917,423.31,420.80
2023.3750,424.00,420.76
2023.4583,423.68,421.23
2023.5417,421.83,421.41
2023.6250,419.68,421.56
2023.7083,418.51,421.92
2023.7917,418.82,422.11
2023.8750,420.46,422.48
2023.9583,421.86,422.57
2024.0417,422.80,422.50
2024.1250,424.55,423.62
2024.2083,425.38,423.92
2024.2917,426.51,424.01
2024.3750,426.90,423.65
2024.4583,426.91,424.46
2024.5417,425.55,425.13
2024.6250,422.99,424.87
2024.7083,422.03,425.45
2024.7917,422.38,425.68
2024.8750,423.85,425.87
2024.9583,425.40,426.12
2025.0417,426.65,426.35
2025.1250,427.09,426.15
2025.2083,428.15,426.68
2025.2917,429.64,427.13
2025.3750,430.51,427.26
2025.4583,429.61,427.16
2025.5417,427.87,427.45
2025.6250,425.48,427.36
